最寄り学校,店名,住所,一番人気,味の濃さ,種類,麺の太さ,すべての口コミ
千葉大学,麺将 松風,,濃厚特製鶏白湯つけそば,非常に濃い,つけ麺,太い,"ランチで利用し、濃厚特製鶏白湯つけそばを注文。提供時からグツグツと音を立てる熱々の鶏白湯スープは、見た目から食欲をそそられます。丁寧に美しく盛られた麺をそのまま一口いただくと、つるっとした喉越しとしっかり感じる小麦の風味が心地良いです。スープに潜らせると、一気に濃厚な鶏の旨みが広がります。どろっとした口当たりながら重すぎず、旨みの中にほんのり甘みも感じられて最後まで飽きずに楽しめます。途中でレモンをキュッと絞ると爽やかさが加わり、濃厚スープがまた違った味変として楽しめます。チャーシューは2種類盛られていて、しっとり柔らかな低温調理系と、肉感しっかりタイプを食べ比べが出来て、半熟味玉の濃厚さや海苔の香ばしさも加わり、特製らしい満足感あるセット内容でした。店内は奥行きがあり、入口すぐにカウンター席と、窓際にはテーブル席、奥側は座敷席と客はそれなりに入ります。客層は千葉大学の生徒？が多いイメージ。支払いは券売機で先払いのQRコードでpaypayにも対応しています。
メニューを押下→パネルをスライドして支払い方法選択でOK
鶏白湯好きにはすごくおすすめです。
麺、スープ温度差があり食べやすい
クリーミーなスープと熱々の麺が良かった。
チャーシューが冷えすぎてたのが気になりましたが
美味しかったです。唐揚げについてはどこかグリーン系の爽やかな香りがする唐揚げでした。
以前から気になっていたので初訪問です。
まず近くに駐車場はありますが、一番近い駐車場は狭路の上、停めづらいです。しかもタバコの吸い殻だらけ(これはお店の評価とは関係ないです。)
店内へ入るとスタッフさんの「いらっしゃいませー」これは好印象です。まず入口の券売機で食券を購入するスタイルですが！新札は使えません、、、。店員さんに交換してもらうスタイルだと思います。
鶏白湯と淡麗醤油、餃子を購入。店員さんの誘導でテーブル席に、ただここもテーブルと長椅子の間が広い！もう少し座りやすいといいなと思いました。食券を渡して10分未満でラーメンと餃子を持ってきてくれました。その際にお酢と醤油も持ってきてくれるのですが、醤油差しが詰まっている、、、。店員さんを呼び対応してもらいますが、爪楊枝で差し口を穿って終了。それでも詰まりは解消せず、新しいの持ってきましょうか？と言われましたが、ラーメンは伸びちゃうので「もう大丈夫です」と交換は拒否しました。私も店員さんも苦笑。ちなみに餃子は普通です。可もなく不可もなし。次は頼まないかも、、。
ラーメンは鶏白湯がとても美味しい。とても濃くチキンクリームスープのようです。
チャーシューも豚と鶏がのっており見た目も芸術的で味も良い感じです。淡麗醤油は鶏白湯とは反対に正統派醤油ラーメンという感じです。こちらも美味い！
色々小さい事はありますが、再訪はありです♪
初めての来店でした、女性店員だけあり店内の雰囲気や清潔感はばっちり！
鶏白湯と言う事もあり凄く濃厚。
シチューってくらい！
本当好みに分かれます、好きか嫌いかで言うと自分は好み。2度目の来店をまたする。
唯一1つ気になる事が、
醤油も鶏白湯も頼んだが2つに関して言えるのは『ヌルい』。
残念程に、ヌルいと言うか本当暖かいくらいで、熱いと思えるラーメンじゃなかった点がマイナス！
ラーメンが熱々なら尚いい。
次回行った際、この点が改善されたのであればレビューの評価あげます。ご馳走様でした！また行きます。
何回か来店してます。
鶏白湯が凄く人気ですね。見た目も凄くクリーミー。
食券を買ってスタッフさんに渡すスタイル。
今回は夏限定の冷やし淡麗をオーダー。
から揚げと茄子が入っており、夏にぴったり。
ごちそうさまでした。
"
千葉大学,横浜ラーメン 裏武蔵家 西千葉本店,,ラーメン並,濃い,豚骨,太い,"初訪問🚙
🍜ﾁｬｰｼｭｰ並￥1300
🍚ﾎﾟﾃｻﾗﾁｬｰｼｭｰ丼￥300
やっと訪問できました。
しっかり濃い味で鶏油がまろやか深い味わい！
燻製ももチャーシューは食感も良く好みな味
ﾎﾟﾃｻﾗﾁｬｰｼｭｰ丼が結構好き！細切れチャーシューは筋っぽいのがあるけど肉々しくて好き
接客も元気一杯でいいですね!
また食べたいです✨
木曜日の19時頃に4人で入店。
カウンターは混んでいるように見えましたが、2階にテーブル席があり、見た目よりも店内は広めです。今回は待ち時間なしで入れました。（店員さん曰く、普段はもう少し混んでいるそうです）

食券制で、今回は
・ラーメン並　1000円
・ライス中　150円
を注文。

ラーメンが運ばれてきてから言われたのですが、2階席は麺硬めで提供されるそうです。
普通で注文していた友人のラーメンも、結果的に硬めになっていました。

味の方は正直なところ、他の武蔵家系列とそこまで大きな違いは感じませんでした。
ラーメン百名店にも選ばれていたり、某ラーメンYouTuberが絶賛していたので期待値が高かったのもあるかもしれません…。

とはいえ、ラーメンは日によってブレがあるとも言われるので、もう何回か通ってみて判断したいところ。
平日18時半頃通り掛かったら並びがなく店内に空席があるのが見えて、誘惑に負けて入店。10分ほどで着丼。
久々伺いましたがやはり美味い！
濃厚なんだけど鶏油が効いてるからかしょっぱすぎずマイルドなスープに定番の酒井製麺は最高！
いつも行列なのがたまにきず。
注文したのは
🔸ラーメン（並）
🔸モモチャーシュー2枚
🔸ライス中
🔸のり
かため・普通・多めでオーダー
駐車券で味玉かのりサービスです。
武蔵家から独立して裏武蔵家ですが、やはり武蔵家の味によく似てますね。
総本山直系や王道家系ほどパンチやカエシのキレが売りではなくマイルドな豚骨スープの旨さ、鶏油多めにしたので甘味もGood。チャーシューはスモーキーではないタイプ、麺はお馴染み酒井製麺です。
接客もよくトータルでいいお店だと思います。
ごちそうさまでしたぁ!
千葉に予定があったため、月曜日21:00に初訪問♥
すするTVでも""神ウマ""と紹介されていて気になってやってきました。

★ラーメン並(950円)
★たまねぎ(100円) ×2
★半TKG(200円)

かため/うすめ/すくなめ
注文です。

鶏油の旨味と甘み.豚骨とカエシのバランスがとにかく素晴らしく、家系なのにかなりまろやかなスープで飲みやすい！

人生で5本の指には入る美味しさ(ᐡˊo̴̶̷̤ ̫ -)-♡

家系特有の雑味や過度な塩味もなく、綺麗系のスープなので、苦手な人も食べられそう。

美味しすぎたので、また絶対食べに来ます♥
"
千葉大学,恵比寿ブタメン 西千葉駅前店,,ブタメン,普通,二郎,太い,"店内は二郎系には無いオシャレな感じ。店員さんもオシャレな感じ。ブタメン普通の小中で850円。普通のブタメンにはチャーシューなし？ボリュームは二郎系にしては少なめ。メニューを見ると千円超え多くてコスパは低いかな。なので食事は星3個。食後のアゴだし汁で割って飲んだら美味しかった。でもスープ濃くしないと物足りないかも。
何度かリピートしてるまぜそばのお店。
二郎系みたいなビジュアルだけど、成人男性なら中盛は難なく完食できる量だったので大盛にしてみた。無事完食したけど次回特盛にしようとは思わないくらいには満腹感を得た。

ここのまぜそばは、二郎系みたいな分厚いチャーシューやトッピングを楽しめるのと、最後のスープ割がめちゃくちゃ美味しいのが特徴。

イワシの割りスープがホントに美味しくて、二郎風のまぜそばのタレなのに美味しく飲めてしまう。

ノーマルのブタメン、塩ブタメンは過去に食べたことあり美味しかった。

◎ ソースブタメン(大) ¥1,230
ヤサイ普通、ニンニクあり、アブラマシで注文。
カラメは卓上のタレで調整可能だけど、ソースブタメンに関しては専用のソースをもらえるので、それで調整した方が良さそう。

鰹節、あおさ、紅生姜、揚げ玉など、関西風のトッピングになっていて新鮮な味わい。

ソースまぜそばはイワシの割りスープ合うかな？って最初は思ってたけど、他のまぜそば同様に美味しかった。ここの割りスープはホントに美味しくて凄い。
ここのブタメンの大ファンです。日曜日の妻とのランチで通い始めて何年経ったでしょうか。どのメニューを食べても美味しく、全く飽きません！気さくで明るい女性スタッフさんと、誠実で清潔感を大切にする店主の性格が見て取れるような、オシャレで居心地の良い店内です。全メニュー制覇を目指して、今週の日曜日も行きますね！
焼きラーメン800円生ビール600円（現金）@恵比寿ブタメン西千葉店　ちば富士見町屋台横丁2026/2/20-23にて。美味しかったです。
和風混ぜそば？最後のイワシスープも美味しかった！

◾️感想💁
①並はペロリと食べやすいちょうど良い量！
フォロワーさんにここおすすめです！！
と紹介いただき訪問

ここの特徴はあっさりめな混ぜそばが食べられるところ。

ブタメンと聞いて二郎系を想像し、コッテリかな？と思い食べてみましたが混ぜそばの中でもスープはあっさり食べやすい。
焼豚は全体的にラーメンがあっさりだからか濃い味付けでもやしが進みます、味のバランスが取れて最後までとても美味しく食べられました

他にもソースブタメンやTKMという卵かけ麺もメニューであり、どれも挑戦してみたくなり気になりました。店内も綺麗でカウンターとテーブル席があるので複数人でも利用しやすい。
大学が近いからか若い方の利用が多い印象。

最後は九十九里イワシの出汁で割スープ。
最後まで後味あっさりと完食できる美味しい混ぜそばでした、ご馳走様でした！

⚠️注意点
支払いは現金のみ

▪️注文の料理
・ブタメン　¥950

ーーーーーーーーーーーーーーーーーーーーーーーーーーーー
📍 恵比寿ブタメン 西千葉駅前店
住所: 千葉県千葉市稲毛区弥生町2-17 N.Mヒルズ弥生 1F
アクセス: 西千葉駅から徒歩約3分
定休日:水曜日
1人あたり1,000円ほど

【お腹が空いたらコメントしてね】
気になったら【フォロー】【保存】を忘れずに！
"
千葉大学,無限大西千葉店,,醤油ラーメン,濃い,醤油,太い,"この店は(土)(日)には営業されてないので自宅が近くでは無いワイには訪問難だったが今回運良く平日木曜日に開店同時に訪問😉
おっと!若干券売機の内容変わっていて野菜は70円の食券に···全部のせも無くなってますね😅醤油の特盛野菜マシの食券買って提出〜卓上やカウンター上には一味·ニンニク·カエシ·ラー油·酢·等アレンジ出来る調味料多数😌醤油ラーメンは一口目のスープで「旨っ!😳」でした。出汁がしっかり効いて塩っぱ過ぎず、若干の甘み有りの極上スープ😘
ニンニクや一味で更にアクセント加えると更に自分好みの味に😌···野菜は「コジマル」さん的に別皿にて提供されたがラーメン器が大きかったので敢えてラーメンの上にどーん!😁麺は定番ワシワシの太縮れ麺で合い、チャーシューは大きさは無いものの噛むとしっかり中迄、味が染みててチャーシュー自体の旨味味わえます😌卓上の席毎にミニ扇風機も嬉しい限り🤔あっ!····パーキングの駐車時間気にして急いで出たから扇風機スイッチ止めるの忘れた😓〜····店主さんゴメンなさ〜い😥　この店は食べるお客の気持ちに配慮した感じが随所に見られ素晴らしいお店でお勧めでーす🤗
二日酔いにガッツリと、それでいてスッキリとしたスープが飲みたいと思い訪問。
つけ麺やミニと迷いましたがゆで前200g、デフォルトのしょうゆラーメンを注文しました。

ゆで前130gのミニが100円引きで頼めるのも良心的でありがたいです。
また、麺も極太麺と中太麺を選択可能。味の調節もお願いできます。麺はそのままの極太麺、味は濃いめでお願いしました。
学生証を見せると、麺50g or 味玉半分 or のり
を追加できます。これも非常に嬉しい。

さらに言うと、卓上調味料も超豊富。
コショー、お酢、ラー油、一味、おろしにんにく、味漬け刻みにんにく、魚粉、ゴマ があります。

とにかくお得感の凄いお店。誰にでもおすすめできます。
醤油ラーメンを注文しました。
太麺に背脂の乗ったラーメンですが、こってりし過ぎず食べやすいラーメンでした。
西千葉という学生の街で、学割サービスがあるのも、頑張っていて良いと思いました。
大好きで定期的に通っているラーメン屋さんで、今日は味噌つけ麺＋2辛を注文。
柚子風味の味噌つけ汁にもちもち中太麺。とっても美味しくいただきました😊。2辛だったけど、辛味はひどくなく、ちょうど良い感じでした～
もう10年以上営業を続けている西千葉の（学生たちの）人気店。基本的には、G系～二郎系のお店ですが、その枠に留まらないメニューも色々出てきました。

赤富士らーめんは、この無限大のオリジナルのラーメンとも言えるもので、富士山みたいにどーんともやしが盛られたラーメンに、唐辛子の辛さが加わったものになっています。

つけ麺は、もともとのルーツである大勝軒～麺屋こうじの流れを汲む魚介豚骨醤油系のつけ麺になっていて、こちらも美味しいです。

低価格を維持していて、学生たちにとっても敷居の低いラーメン店になっています。でも、値段だけじゃなくて、味的にもそこそこのレベルをキープしていて、庶民的～学生向けのいいお店だなぁって思っています。
"
千葉大学,二代目五衛門 西千葉店,,まるきんつけ麺,濃い,醤油,太い,"オマール海老と鴨ですよ！！！昆布水つけ麺、とても豊かな味でした。意外とボリューミーなので、個人的には普通麺のみで充分な感じでした。青唐辛子で少しパンチ足して、最高でした。
【定番】こちらのメインの「醤油らーめん」は、「90年代の千葉」を感じるライトなこってり背脂とんこつラーメン。「千葉を感じる」というのは、千葉を代表する味である「なりたけ」と「とんこつラーメン一代」と今はなき「元氣一杯活力ラーメン」を合わせたような味わい、という意味です。なりたけも一代も元氣一杯～も、他でもないfrom千葉の人気ラーメン店で、この三つの味が合体したかのようなラーメンが頂けます。

【イチオシ】「まるきんつけ麺」は、まさかまさかの「焦がしネギ＆キャベツ」入りの豚骨醤油つけ麺でした。2022年の今、焦がしネギ＆キャベツでくるか？！と。ライトでしょっぱ旨いつけスープに、ブリプリっとした麺、そして香ばしい焦がしネギ…。

【ミニ丼】名物「ねぎライス」は、まさにラーメンショップ顔負けの激ウマミニ丼です。このねぎライス、ねぎラーメンと一緒に食べると最高にねぎねぎワールドですよ！

塩らーめんもまさに、なりたけ～一代系統のさっぱり背脂とんこつ塩ラーメンで、すごく食べやすくて美味しかったです。こういう塩ラーメンも、もっともっと評価されてほしいですね。また、ネギ塩ラーメンになると、ネギと岩海苔がいい感じで入っていて、食べ応え抜群になります。

青唐辛子塩らーめん（提供終了）は最高・最強でした。青唐辛子のあの刺激が好きな人は是非食べて頂きたいですね。すごく刺激的です！　でも、過度に辛いわけでもありません。ライトとんこつの美味しさと青唐辛子の刺激が一つになっていて、中毒性もあります。

醤油つけ麺は、かなり攻撃性の強いしょっぱい背脂醤油味でした。このつけ麺もまたとても中毒性が強くて、一度ハマったら抜け出せそうにありません！

特製中華そば（提供終了）は、まさかまさかの90年代魚介醤油ラーメン系でした。清湯系の豚骨スープと乾物の旨味が重なり合った和風醤油ラーメン。「とんこつ」が苦手な人でも難なく食べられる中華そばに仕上がっていました。

肉ご飯は、チャーシューがどどーんっと乗ったミニチャーシュー丼。どこか「頑々坊子風」のチャーシュー丼で、嬉しい気持ちになりましたね。

〆のひと口飯は、最後に一口、残ったスープでご飯が食べたい！という人のための70円のトッピングです。これもユニークなアイデアですね。

2022年末に登場した限定の「野菜味噌ラーメン」はどでかい器のG系ラーメンでした。野菜がたっぷりで野菜の甘みや美味しさがつまった優しくも豪快な味噌ラーメン。

2023年4月、春限定「明太マヨまぜそば」が登場しました。明太ソースとマヨネーズがたっぷりのゴージャスなまぜそばで、五衛門ならではのまぜそばになっていました！

2023年6月、裏メニュー「辛まるきんつけ麺」が登場しています。この辛まるきん～は、五衛門の看板のまるきんつけ麺の「辛旨バージョン」です。まるきんのオルタナティブともいえるつけ麺です。

2023年8月、夏の新作「昆布水つけ麺」が初登場。旨みたっぷりの昆布水に浸かった冷たい麺に、鶏豚野菜系のアツアツ淡麗スープ。ヒヤアツを楽しめる夏らしいつけ麺でした。

2023年9月、夏限定「昆布水つけ麺」の「醤油バージョン」が登場。こちらは「煮干醤油スープ」になっていて、8月の塩スープとはまた違った味わいでした。

2023年11月、「青唐辛子塩らーめん」を「青唐辛子増し」で頂きました。増しにすると、めっちゃ痛快な（痛みのある辛い）スープになります。青唐辛子好きにはたまらないラーメンになっていました。愉快痛快です！

2023年12月、冬の限定『甘エビたっぷりえび味噌らーめん』＆『たっぷり野菜の味噌らーめん』が登場しました。味噌ラーメン好きの人も、海老ラーメン好きの人も、野菜ラーメン好きの人も喜べる二杯です。

2024年4月、春の限定まぜそばが二種登場。「海老まぜそば」を頂きました。桜エビ、海老油、海老ダレ、海老の味がいっぱいの華やかなまぜそばでした。＋100円でスープを付けることも可能です。スープを付けると「つけまぜそば」に！　そして、同年同月、「G丼」なる謎のミニ丼が登場。背脂とトロ肉ホルモン丼で、背徳の香り強めで、かなり罪深いミニ丼…のようです。

2024年7月、夏限定「昆布水つけ麺」は10年ぶりとなる「大つけ麵博」予選通過作品。昆布水に浸ったトロトロ麺を啜り、鯛出汁の塩で味を付けて、鶏塩スープでつけ麺として味わうトリプルテイスト仕様。

2024年8月、「昆布と伊吹いりこの冷製塩そば」が登場。これは「ニボコン」と呼ばれる新たな形式。昆布水つけ麺の発展系。こちらの冷製塩そば、煮干しと昆布の旨み炸裂！で、旨みが半端ないです。冷やしラーメンとしての完成度が凄いです。

2024年10月、「烏賊煮干らーめん」が登場しました。烏賊煮干を使ったこってり豚骨スープはまさに「烏賊の味わい」。特製にすると烏賊トッピングも2倍に。烏賊好きのための烏賊味のラーメン。千葉市内で烏賊ニボ系は珍しい？！

2025年3月、「特製まるきんつけ麺」（1230円）を頂きました。しょっぱ旨いシャープな焦がしネギ＆キャベツの豚骨醤油つけ麺。僕が心底大好きなつけ麺です。特製だとチャーシュー3枚、海苔3枚、味玉が付いています。

2025年5月、2025年も「昆布水つけ麺」が装い新たに再登場。今年は①牡蠣油、②鶏油、③魚介節油の3種のスープが登場。①の「牡蠣油」はその名の通り牡蠣ペースト油で、スープに牡蠣の身と旨みがぎゅっと詰まっています。昆布水も昨年とは全く異なる超ネバネバ粘度良好の濃厚昆布水で、ズバズバ感も半端ないレベルに。肩ロース叉焼も激ウマ。②の「鶏油」はその名の通り鶏の油で、まろやかでこくまろな淡麗鶏塩つけ麺になっています。牡蠣油より自然で食べやすい味かな。昆布の旨みと鶏油の旨みが重なり、一度食べたら「やめられないとまらない」かっぱえびせん状態になります。③の「魚介節油」は、昨年までの昆布水つけ麺を踏襲しつつ更にブラッシュアップしたもの。①の牡蠣油と②鶏油よりも食べやすく和の旨みを感じる「鶏塩魚介つけ麺風」。昆布水魚介塩つけ麺として楽しめます。

2025年8月、夏季限定の新メニュー「豚しゃぶと昆布水のピリ辛冷製つけ麺」＆「豚しゃぶ丼」が登場しました。このピリ辛冷製つけ麺は、このお店の自慢の昆布水つけ麺に「まるきんつけ麺」を合わせて「ピリ辛」に仕立てたおろしつけ麺になっています。鰹＆煮干しの和ダシの旨味とまるきん風のネギ＆ニンニクを揚げた香ばしさが見事に一体となった中毒性の高いつけ麺に。

2025年9月、またまた「豚しゃぶと昆布水のピリ辛冷製つけ麺」を食べました。この冷製つけ麺は、ここの名物「まるきんつけ麺」の旨さと魚介の旨さとピリ辛な刺激を重ね合わせた唯一無二の中毒性強めのつけ麺です。

2025年11月、新作二種を頂きました。一つは大つけ麺博に出店した「地鶏と山菜の旨辛つけ麺」。昆布水つけ麺✖旨辛つけ麺のWテイスト。地鶏のお肉と山菜がいっぱいのつけ麺で、食べ応え抜群。スープは淡麗系のピリ辛魚介つけスープ。優しくも刺激的なつけ麺でした。もう一つは「豚そば」。こちらは純豚骨ラーメンで、臭みのないまろやかでクリーミーな王道豚骨味。

2026年1月。「まるきんつけ麺」を「青唐辛子」＋「焦がしネギ増し」で頂きました。焦がしネギとキャベツがたっぷりのマイルドな豚骨醤油つけ麺で、他にない唯一無二の焦がしネギ豚骨醤油つけ麺。たまたまか必然かは分かりませんが、ガツンと来るしょっぱさが影を潜め、全体的にバランスのよいまろやか風味になってました。

2026年3月、今、世界で一番大好きなつけ麺、「青唐辛子付き焦がしネギ増しまるきんつけ麺」をまた。思えば、僕は焦がしネギラーメンが好きで、がんこ系では定番の青唐辛子が好きで、またしょっぱいスープが好きで、千葉系豚骨醤油が好きだったんです。まさにその全部を詰め込んだ夢のようなつけ麺。セットに「ねぎライス」を付ければ、宇宙一好きなセットに…。「海老味噌」「野菜味噌」も抜群でした。／この日は、「徳島産鳴門わかめ」トッピング付き＆焦がしネギ増しの「まるきんつけ麺」を頂きました。わかめの量も多めで、新しいまるきんを味わえました。焦がしネギ増しは、マジで最高です。

2026年5月、新期間限定「オマール海老と鴨の昆布水つけ麺」を頂きました。＋300円で「鴨肉増し4枚」で。昆布水麺と海老風味の和風塩スープと藻塩。さっぱりとした昆布水麺に藻塩をかけて味わい、それから海老つけ麺にして食べていきます。昆布水麺と鴨肉を和風海老スープで食べる美味しさはもう…
学生の優遇あり。近隣コインパーキング証明提示で優遇あり。提供時間も速く雰囲気良し。初めて昆布だしつけ麺を食べましたが、塩付けて食べるの美味しいですね。
初　二代目 五衛門 西千葉店
「極 昆布水つけ麺」をいただきました。
昆布水の旨味がしっかり効いていて、まずはそのまま麺をすすれば、小麦の香りと喉ごしの良さをじっくり楽しめます。塩をふりかけて食べるのも超おすすめ。
つけ汁は濃厚ながらも後味すっきりで、最後まで飽きずに完食。
薬味や割りスープも丁寧に作られており、細部までこだわりを感じました。
接客も丁寧で、また訪れたくなる名店です。
西千葉駅からすぐの「二代目五衛門」に初訪問！
定番のつけ麺をいただきました。魚介の旨みが凝縮された濃厚スープに、もちもちの太麺が最高に合います。最後まで美味しくいただけました。
店内はカウンター席が中心で、活気があって良い雰囲気です。ランチタイムはほぼ満席でしたが、回転が速いのでそこまで待たずに入れました。
西千葉で美味しいつけ麺・ラーメンを探している人におすすめです！
"
千葉大学,ラーメン 太陽,,担々麺,普通,醤油,普通,"人からおすすめされ、千葉に来た時はできるだけ訪問したいお店です。
駐車場はないので近くのコインパーキングに停めるしかない立地です。
店内はテーブル席がメインで昭和の佇まいが残っているほっこりした雰囲気です。
なんといってもおすすめは、担々麺ですが、セットが特に良いですね。
今回もいつもどおり担々麺に半チャーハンセット1100円をオーダー。
担々麺は唐辛子の辛さというより、胡椒の辛さが感じられます。ひき肉に玉ねぎが良いアクセントになります。麺はとりわけて格別に美味しいといううわけではないですが、ちょうど良い麺だとおもいます。
また是非、食べたい1杯ですね
2025/10/30
前回見過ごしていたタンタンメンとチャーハンを食べに再度訪問！
タンタンメン＋半チャーハンセット1000円に＋100円でラーメン大盛or半チャーハンを普通に出来るそう！
これはお得と半チャーハンを＋100円を注文！
お通しのナムルも本当に美味しいし嬉しい！
厨房ではご主人がラーメン、奥様がチャーハンと手分けをしているので出来るのがかなり早い!
声も掛け合っていて仲が良いのが分かる！
5分も待たずに着丼！
タンタンメンと言ってもラー油の辛さは無く、胡椒と魚出汁の効いたスープ！
チャーハンもシンプルだか美味い！
特にチャーシューの味が良い！！
良いお店を見つけました。
また食べに伺います!
ご馳走様でした！

2025/9/1
ふらっと入って周りも見ず、なんとなく味噌ラーメンと焼肉丼を注文。
普通の味噌ラーメンとは違いサッパリしていて美味しい！
もやしナムルが付いてくるのもうれしい。
量も多くコスパはいい！
後に来た人達はタンタンメンと半チャーハンを頼んでる。
調べるとタンタンメン、チャーハン、餃子が評判だと、、、
調べれば良かった！
次回また来ようと思う。
お会計がペイペイ使えます。
西千葉駅と京成みどり台駅から徒歩圏内です。
千葉市では珍しく、勝浦タンタンメンを売りにしているお店です。

カウンター席、テーブル席共にあるので一人でも数人でも利用できます。

タンタンメン半炒飯セットをいただきました。
半炒飯はしっとり系（油が多い訳ではない）でチャーシューとネギのシンプルな炒飯ですが、美味しいです！

タンタンメンは辛すぎず、旨みがありました。
あらみじん切り玉ねぎの炒めた甘みと合間って美味しかったです。
2024年3月26日（火）11:30
千葉市にありながらカツタンが頂けるということでマークしてたお店。
遅ればせながらの初訪問。

開店間もない時間とあり先客なし。
テーブル席が20席くらい、カウンターが4、5席といったところ。
駐車場もおそらくなし。
外見はぼろいけど、中は意外ときれいで明るいので、女性でも安心しては入れるかと。

メニューは結構豊富で迷うところだが、カツタンはマストということで、オーダーは
「タンタンメン半スタミナチャーハンセット」（税込1,020円）をチャーシュータンタンメンに変更（＋300円）

注文が終わるとすぐにお通しのもやしのナムルが供されます。
この日は会社の人と二人だったけど、なぜか一皿で提供。
取り皿頼むと出してくれたけど、ココは最初から2皿で出した方がいいような・・・

5分ほどでチャーハン到着。
ガーリックと辛みが効いたしっとり系。
半炒飯といいつつ、ボリュームもなかなかあります。
個人的にはパラパラ派だけど、これも美味しい。

オーダーから８分ほどで担々麺到着。

勝浦のレストランこだまの姉妹店とあったけど、たしかにあちらのカツタンによく似てる。
ずいぶん前に食べた記憶だけど、こだまより味が複雑で個人的にはこちらが好み。
とろみもたまらないし、辛みも抑えられてて旨い。
しいていうと麺が少々ゆるいかな。
ボリュームは普通。

お通しの件とか、ティッシュが一か所しかおいてないとかちょっとストレスあったけど、総じてお値段はお手頃、お味もボリュームもまずまずといったところ。

ごちそうさまでした。
腕のいい夫婦が営む優しい街中華。ベジタリアンのドイツ人の友人に食べさせてみたが、ラーメンは気に入ったらしい。
"
千葉大学,山亀家 西千葉店,,特製極み鶏,普通,醤油,太い,"太くて硬めの麺にマッチしたスープで、バランスよく仕上がったラーメンでした。海苔やほうれん草も品質の良いものを使っています。量より質の美味しいラーメンだと思います。LINE登録するとご飯が食べ放題ですので、学生さんには嬉しい特典ですね。
極み鶏、めちゃ美味しいです！リピートしてます！別皿でレモンが提供されるのですが、後半レモンを一絞り…！さっぱりで美味しい！

期間限定の麻婆麺はあっつあつで最高です☺️店主さんは中華料理を専門にやってきたらしいので、流石のお味でした！
安い。ライン登録済みでご飯無料。コスパかなり高い。でも一番は目の前に車止められるこれに尽きる部分あり。なのでよく利用させてもらってます。やはり学生が多い
◎ 特製極み鶏 ¥1,180
◎ うずら(3ヶ) ¥150 ※公式LINE追加で無料

お気に入りの極み鶏を注文。
家系ラーメンの括りにいれていいかはわからないけど、家系ラーメン店で食べられるラーメンとしては1,2位を争うくらいには好き。

マイルドな鶏白湯スープは女性人気が高いというだけあって、豚骨にありがちな重たさが全くない。途中でレモンを加えることでさらにスッキリした味わいになる。

特製はチャーシュー、味玉、海苔が追加される。
チャーシューは炙った香ばしさが仄かにあって美味しいが、厚みが思ったよりはあるので3枚だとそこそこのボリュームがあることに注意⚠️

上品な鶏のスープに、オニオンチップが良いアクセントになってる。

【メモ】
公式LINEを友だち追加してることがわかる画面を見せると、ライスorトッピングor麺大盛が無料に。毎回使えるので結構お得。

【待ち時間】
平日の13:30に入店して待つことなく着席。

【店内】
カウンター席は一人一人のスペースが広めで、全体的にも綺麗で空間にゆとりがあるので居心地良い。
一言ぬるい。
ラーメンがぬるいとか話になりません。
日曜の昼過ぎに行きました。ワンオペ。
接客態度も悪いです。
このお店大丈夫？と思いました、潰れるのでは。
麺も少なく感じました、リピなしです。
オススメできません。
"
